id_str	from_user	text	created_at	Relevante? (S/N) Anotador 1	Relevante? (S/N) Anotador 2	Relevante? (S/N) Final	Concorda
859611689922301955	jwstimberlake	"COM CAMA O PEIXE DESCANSA MELHOR" KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK #MasterChefBR	Wed May 03 03:32:52 +0000 2017	S	N	S	0
859611700395470848	Dom_Rezende33	Essa Yuko 😂😂😂 #MasterChefBR	Wed May 03 03:32:54 +0000 2017	N	N	N	1
859611709891383297	danilo_sanches	Um francês, uma tailandesa, uma argentina entram num restaurante... #masterchefbr	Wed May 03 03:32:57 +0000 2017	S	S	S	1
859611767038783489	emilyfdearaujo	#MasterChefBR Cama de erva!	Wed May 03 03:33:10 +0000 2017	N	N	N	1
859611821241663489	AlfaceVerde	A Yuku é um amor, ela da um chan no #MasterChefBR	Wed May 03 03:33:23 +0000 2017	N	S	S	0
859611893031477249	diva_oficial	Eu me interessei nesse prato da Yuko! #MasterChefBR	Wed May 03 03:33:40 +0000 2017	N	N	N	1
859611929551273984	aperteoalt	- o que tem nesse prato? - olha, vou dizer o que NÃO tem... #MasterChefBR	Wed May 03 03:33:49 +0000 2017	S	N	S	0
859611945963581440	brunomotta	A apresentação da Yuku melhorou........... um pouco #MasterChefBR	Wed May 03 03:33:53 +0000 2017	N	N	N	1
859611945737084930	emilyfdearaujo	RT @MattyBala: Comida de Prisão ? Tem que cozinhar bem lah Carol, os caras são pistola 🔫 kkkkkkkkk #MasterChefBR https://t.co/1TVbr54yXG	Wed May 03 03:33:53 +0000 2017	N	N	N	1
859611952951296002	jwstimberlake	YUKO SEM CRITICA NEGATIVA AAAAAAAAAAAAAAAAAAAA ESSE MOMENTO É MEU #MasterChefBR	Wed May 03 03:33:55 +0000 2017	N	N	N	1
859611965181882370	cleytu	quando a Yuko fala da vontade de entrar na tv e apertar as bochechas dela #MasterChefBR	Wed May 03 03:33:57 +0000 2017	N	N	N	1
859612051597086721	masterchefbr	RT @cleytu: quando a Yuko fala da vontade de entrar na tv e apertar as bochechas dela #MasterChefBR	Wed May 03 03:34:18 +0000 2017	N	N	N	1
859612200616513539	emilyfdearaujo	#MasterChefBR UM ELOGIO DESSE BICHO	Wed May 03 03:34:54 +0000 2017	N	N	N	1
859612245214588930	boudelaires	a yuko tá no mezanino https://t.co/t9U49GeemT #MasterChefBR	Wed May 03 03:35:04 +0000 2017	N	N	N	1
859612247827599360	ZAMENZA	Yuko tá melhorando cada vez mais e tá mostrando que não é fraca, não! #MasterChefBR	Wed May 03 03:35:05 +0000 2017	N	S	S	0
859612285203087367	samara7days	RT @EderAlex: #MasterChefBR sempre nos apresentando pessoas humildes e carismáticas https://t.co/UkZepwbIQm	Wed May 03 03:35:14 +0000 2017	N	S	S	0
859612294875152384	JackCanalha	Peixe no ponto / Peixe fora do ponto. #MasterChefBR https://t.co/KAPVewr872	Wed May 03 03:35:16 +0000 2017	N	N	N	1
859612299941879809	Aguinaldinho	yuko o twitter te venera rainhas das @. #MasterChefBR	Wed May 03 03:35:17 +0000 2017	N	S	S	0
859612296854810624	JackCanalha	Jiang incorporou em outra asiática. #MasterChefBR	Wed May 03 03:35:17 +0000 2017	S	S	S	1
859612314550579200	Teledramaturgia	Yuko dá vontade de guardar numa caixinha #MasterChefBR	Wed May 03 03:35:21 +0000 2017	S	S	S	1
859612313732698116	diva_oficial	YUKO RAINHAA! HAHAHA #MasterChefBR	Wed May 03 03:35:21 +0000 2017	N	N	N	1
859612342190997505	emilyfdearaujo	#MasterChefBR KSKEKWKAKWKEKEEEKEKKSMEJEJS EU TO PASSANDO MAL C A APRESENTAÇÃO DA YUKO	Wed May 03 03:35:27 +0000 2017	N	S	S	0
859612354992099329	carleineos	RT @MChefFabrizio: Mas péra, @MChefMirian cadê a mandioca que era a sua única obrigação?! #MasterChefBr #teamFabrizio https://t.co/JZw1ji8w…	Wed May 03 03:35:30 +0000 2017	N	N	N	1
859612464471822336	jwstimberlake	nao quero ver ngm dali saindo antes da chatonilda da miriam #MasterChefBR	Wed May 03 03:35:57 +0000 2017	N	N	N	1
859612477507678208	ZAMENZA	Yuko e Jiang num mesmo programa, POR FAVOR! #MasterChefBR	Wed May 03 03:36:00 +0000 2017	N	N	N	1
859612511670325248	emilyfdearaujo	RT @keloverdaturma: Quando eu vejo alguém dá minha sala na rua #MasterChefBR https://t.co/p5m6D0WZga	Wed May 03 03:36:08 +0000 2017	N	N	N	1
859612566494076930	masterchefbr	Uma ou duas namoradas? #MasterChefBR https://t.co/Xvk70Pc49v	Wed May 03 03:36:21 +0000 2017	N	N	N	1
859612584483467265	emilyfdearaujo	RT @MattyBala: AAhhhhh vou chorar.... Estou orgulhoso de você @MChefYuko #MasterChefBR https://t.co/HrqMxc4Fkl	Wed May 03 03:36:25 +0000 2017	N	N	N	1
859612584424747008	Resenha_TV	Esse prato da Yuko é quase um X-TUDO! #MasterChefBR	Wed May 03 03:36:25 +0000 2017	S	S	S	1
859612590208634880	gustavonever	PROTEJAM A YUKO A TODOS OS CUSTOS #MasterChefBR	Wed May 03 03:36:26 +0000 2017	S	S	S	1
859612767069798401	dyrsoo	Eu simplesmente ADORO essa YUKO! Maravilhosa 😂😍 #MasterChefBR	Wed May 03 03:37:09 +0000 2017	N	S	S	0
859612780957249537	OpsEngordei	NOSSA QUANTA GENTE JA PODE ELIMINAR A METADE #MasterChefBR	Wed May 03 03:37:12 +0000 2017	N	N	N	1
859612787772973056	jwstimberlake	quando a miriam começa a falar #MasterChefBR https://t.co/7FuGQuussY	Wed May 03 03:37:14 +0000 2017	N	N	N	1
859612822564745216	brunomotta	Numa noite de ELIMINAÇÃO "esquecível" é até bom. Só ESQUECEREM de te colocar entre os 3 piores #MasterChefBR	Wed May 03 03:37:22 +0000 2017	N	N	N	1
859612829166469120	tgmartins	#MasterChefBr amo a Japinha! Humildade , carisma, alegria ... torcendo por ela ! Depois da semana passada , ela merece !	Wed May 03 03:37:23 +0000 2017	N	N	N	1
859612834375782400	masterchefbr	RT @julianojrg: PASEI PARA DIZER: YUKO RAINHA DA EDIÇÃO #MasterChefBR	Wed May 03 03:37:25 +0000 2017	N	N	N	1
859612842387025921	ZAMENZA	Yuko ainda curte um menage. RAINHA. HAHAHHAHAH #MasterChefBR	Wed May 03 03:37:27 +0000 2017	N	N	N	1
859612892177498112	TeIevizona	"é um prato bem esquecivel" MORTOOOO #masterchefBR https://t.co/eqHgHjv3sa	Wed May 03 03:37:38 +0000 2017	N	N	N	1
859612935047565312	diva_oficial	Que miséria de prato! #MasterChefBR	Wed May 03 03:37:49 +0000 2017	N	N	N	1
859612967712763904	emilyfdearaujo	RT @mxriet: caroline sai hoje puts #MasterChefBR	Wed May 03 03:37:56 +0000 2017	N	N	N	1
859612998926729217	masterchefbr	Apenas nesse caso. #MasterChefBR https://t.co/AwufEgpHnQ	Wed May 03 03:38:04 +0000 2017	N	N	N	1
859613125737426945	emilyfdearaujo	RT @desantana_lucas: Yuko e Paola melhor dupla #MasterChefBR	Wed May 03 03:38:34 +0000 2017	N	N	N	1
859613204649037824	diva_oficial	SIM, daqueles que você vai comer e o arroz cai todo pros lados! #MasterChefBR https://t.co/H02tuk4fHH	Wed May 03 03:38:53 +0000 2017	N	N	N	1
859613334420811776	emilyfdearaujo	#MasterChefBR FRESCURA MAL FEITA	Wed May 03 03:39:24 +0000 2017	N	N	N	1
8,59613E+17	emilyfdearaujo	#MasterChefBR TOMARA Q SAIA	Wed May 03 03:39:36 +0000 2017	N	N	N	1
859613452997939202	FelixZiul	Essa Mirian tem os defeitos das maioria daquele que se acham líderes, mas não passam de chefes nas empresas #MasterChefBR	Wed May 03 03:39:52 +0000 2017	N	N	N	1
859613456072421376	ZAMENZA	Leonardo nao merece sair. Ele é um dos melhores. #MasterChefBR	Wed May 03 03:39:53 +0000 2017	N	N	N	1
859613473663320068	diva_oficial	PATADAS E PATADAS no Professor Aloprado! #MasterChefBR	Wed May 03 03:39:57 +0000 2017	N	N	N	1
859613548200198144	philosopop	eita!!!! a semi-precious ... *schadenfreude #MasterchefBR	Wed May 03 03:40:15 +0000 2017	N	N	N	1
859613565212348416	emilyfdearaujo	RT @aryale7: #MasterChefBR Jacquin é hilário.. #ClássicoDePrisão o peixe hahahaha	Wed May 03 03:40:19 +0000 2017	N	N	N	1
859613574955716608	emilyfdearaujo	RT @paiqueroopaul: Yuko e Michelle rainhas, Mirian nadinha! #MasterChefBR	Wed May 03 03:40:21 +0000 2017	N	N	N	1
859613631029411841	Teledramaturgia	Esperando acabar o #MasterChefBR https://t.co/3tGABbpDso	Wed May 03 03:40:35 +0000 2017	N	N	N	1
859613700206071811	FelixZiul	Humildade faz bem em qualquer profissão #MasterChefBR	Wed May 03 03:40:51 +0000 2017	S	S	S	1
859613770720608256	masterchefbr	Can I get an amen here? #MasterChefBR https://t.co/jP0nOcH2FI	Wed May 03 03:41:08 +0000 2017	N	N	N	1
859613901268365312	Resenha_TV	Marian colou na prova e passou! #MasterChefBR	Wed May 03 03:41:39 +0000 2017	S	S	S	1
859613935401619456	TeIevizona	TIREM QUALQUER UM MENOS FABRIZIO E MIRIAN EU IMPLORO #masterchefBR https://t.co/l45bM8AZ3s	Wed May 03 03:41:47 +0000 2017	N	N	N	1
859614046525509632	ZAMENZA	Aderlize mereceu demais a vitória! #MasterChefBR	Wed May 03 03:42:14 +0000 2017	N	S	S	0
859614089697538049	emilyfdearaujo	#MasterChefBR MIRIAM mt chata	Wed May 03 03:42:24 +0000 2017	N	N	N	1
859614105287708674	jwstimberlake	MALDITA, EU TE ODEIO SUA ESCROTA #MasterChefBR	Wed May 03 03:42:28 +0000 2017	N	N	N	1
859614141086134272	Teledramaturgia	Miriam, pq tão chata? #MasterChefBR	Wed May 03 03:42:36 +0000 2017	N	N	N	1
859614142319271938	MChef_Raul	Uia... e aquele #chupa hein+ hahaha #MasterChefBR	Wed May 03 03:42:37 +0000 2017	N	N	N	1
859614150196174850	masterchefbr	Parabéns, @MChefAderlize! Preparou a melhor truta da noite e arrasou nessa treta! #MasterChefBR https://t.co/zyF3XTvdoK	Wed May 03 03:42:38 +0000 2017	N	S	S	0
859614164108619777	emilyfdearaujo	#MasterChefBR MIRIAM N, MIRIAM N	Wed May 03 03:42:42 +0000 2017	N	N	N	1
859614178709000194	jwstimberlake	CHUPA ESSA MIRIAM SUA EMBUSTE #MasterChefBR	Wed May 03 03:42:45 +0000 2017	N	N	N	1
859614200112480262	TeIevizona	SAMBA ADERLIZE NA CARA DA MIRIAN, FILMA A CARA DELA A MIRIAN DA MARYKAY #masterchefBR	Wed May 03 03:42:50 +0000 2017	N	N	N	1
859614264046350337	brunomotta	Tá facil saber quem sai né #MasterChefBR	Wed May 03 03:43:06 +0000 2017	N	N	N	1
859614306689798144	Teledramaturgia	Caroline né, que prato pavoroso foi aquele? #MasterChefBR	Wed May 03 03:43:16 +0000 2017	N	N	N	1
859614312792502272	emilyfdearaujo	#MasterChefBR NÃO ACREDITO QUE A MICHELE VAI SAIR, MEU DEUS... EU NÃO ACREDITO	Wed May 03 03:43:17 +0000 2017	N	N	N	1
859614370367762433	FelixZiul	"Uma empresa funciona quando os colaboradores colaboram e os líderes lideram" deveria fazer uma placa dessa frase #MasterChefBR	Wed May 03 03:43:31 +0000 2017	S	S	S	1
859614390370398208	masterchefbr	Quem vai deixar a competição na noite de hoje? #MasterChefBR https://t.co/WItx1uqdYn	Wed May 03 03:43:36 +0000 2017	N	N	N	1
859614441691725824	masterchefbr	Vem falar sobre o #MasterChefBR de hoje com a gente! https://t.co/jrtJNX1xh3	Wed May 03 03:43:48 +0000 2017	S	S	S	1
859614462785056776	Dom_Rezende33	Chupa Mirian nem foi a melhor #MasterChefBR	Wed May 03 03:43:53 +0000 2017	N	S	S	0
859614543202353152	ZAMENZA	Yuko e Jiang juntas cozinhando. COMO NÃO AMAR ESSAS MELHORES PESSOAS????? #MasterChefBR https://t.co/uRakXFJ6Zt	Wed May 03 03:44:12 +0000 2017	N	N	N	1
859614584130371587	educhaves	A pior foi a Carol acho que ela roda. #MasterChefBR	Wed May 03 03:44:22 +0000 2017	N	N	N	1
859614591696994304	diva_oficial	Quem ceis acham que sai? #MasterChefBR	Wed May 03 03:44:24 +0000 2017	S	N	S	0
859614690116349952	tonacoxadoharry	O Leonardo provavelmente não vai sair mas vai ser bom pra ele deixar um pouco de ser egocêntrico #MasterChefBR	Wed May 03 03:44:47 +0000 2017	S	S	S	1
859614738740916225	TeIevizona	NÃO TIREM A CAROLINE EU IMPLORO #masterchefBR https://t.co/VCMViRVbd9	Wed May 03 03:44:59 +0000 2017	N	N	N	1
859614751546126336	portaldaband	Truta assada com molho de maracujá e emulsão de batata baroa da @MChefAderlize! #MasterChefBR… https://t.co/XqReaC7jVc	Wed May 03 03:45:02 +0000 2017	N	N	N	1
859614756981932033	JackCanalha	Quando alguém começa a falar mal da minha série favorita perto de mim. #MasterChefBR https://t.co/4pESVtpstK	Wed May 03 03:45:03 +0000 2017	N	N	N	1
859614775105466373	lolaescreva	Carol sai hoje do #MasterChefBr Pena, eu gosto dela. Uma fofa. Mas torço pro Leonardo. E acho Fabricio tão antipático qt Mirian.	Wed May 03 03:45:07 +0000 2017	N	N	N	1
859614791668830208	tonacoxadoharry	RT @masterchefbr: Parabéns, @MChefAderlize! Preparou a melhor truta da noite e arrasou nessa treta! #MasterChefBR https://t.co/zyF3XTvdoK	Wed May 03 03:45:11 +0000 2017	N	N	N	1
859614874187509761	azillions	a caroline vai sair to sentindo #MasterChefBR	Wed May 03 03:45:31 +0000 2017	N	N	N	1
859614937630613504	educhaves	Leonardo entre os piores não imaginava. Mas é isso aí, o #MasterChefBR é imprevisível.	Wed May 03 03:45:46 +0000 2017	N	N	N	1
859615076956995584	portaldaband	Receita da @MChefYuko: Truta assada com purê de aspargos com ervilha, ratatouille e caldo de missô #MasterChefBR… https://t.co/CAZRNXd9uS	Wed May 03 03:46:19 +0000 2017	N	N	N	1
859615128077168643	_blondeblueeyes	Quando me SDV na #QuartaDeTremuraSDV ↩💙 #MasterChefBR https://t.co/E8YT8pwbD6	Wed May 03 03:46:32 +0000 2017	N	N	N	1
859615159102435328	carleineos	Trocaria Michele por Miriam #MasterChefBR	Wed May 03 03:46:39 +0000 2017	N	N	N	1
859615180019380224	BrunoAstronomy	Melhor programa! 🙌 @fogaca_henrique @PaolaCarosella e @erickjacquin 😃👏👏👏🎉 #MasterChef #MasterChefBR	Wed May 03 03:46:44 +0000 2017	N	N	N	1
859615410924249089	educhaves	O povo sempre escolhe a Yuko por último nas provas de equipe mas quase sempre ela tá entre os melhores pratos, podem perceber #MasterChefBR	Wed May 03 03:47:39 +0000 2017	S	S	S	1
859615579312975873	portaldaband	A @MChefMirian ensinou a receita da truta na manteiga com purê de mandioquinha e molho de maracujá #MasterChefBR… https://t.co/cL36evuKCR	Wed May 03 03:48:19 +0000 2017	N	N	N	1
859615981672464385	passosteus	RT @cleytu: quando a Yuko fala da vontade de entrar na tv e apertar as bochechas dela #MasterChefBR	Wed May 03 03:49:55 +0000 2017	S	N	S	0
859616001381593088	passosteus	RT @cleytu: qnd seu amigo te chama pra ir na casa dele comer #MasterChefBR https://t.co/a23WuJz0NB	Wed May 03 03:50:00 +0000 2017	N	N	N	1
859616044406763521	passosteus	RT @cleytu: qnd vc ta deitado quase dormindo e de repente tem a sensação de q tá caindo #MasterChefBR https://t.co/067HSq5AH1	Wed May 03 03:50:10 +0000 2017	N	N	N	1
859616085561290752	passosteus	RT @cleytu: QUANTA TRETA #MasterChefBR https://t.co/b6LmwmxBmj	Wed May 03 03:50:20 +0000 2017	N	N	N	1
859616133388873728	emilyfdearaujo	#MasterChefBR AAAAAA EU TE AMO MICHELE	Wed May 03 03:50:31 +0000 2017	N	N	N	1
859616160828076033	JackCanalha	Fala comigo bb. #MasterChefBR https://t.co/MCbxi8CB7A	Wed May 03 03:50:38 +0000 2017	N	N	N	1
859616224635912192	emilyfdearaujo	#MasterChefBR AH NÃO CARA	Wed May 03 03:50:53 +0000 2017	N	N	N	1
859616235633487872	masterchefbr	E agora, quem continua, quem sai? A sua torcida vai pro @MChefLeonardo ou pra @MChefCaroline? #MasterChefBR https://t.co/JnaQ3npy5k	Wed May 03 03:50:56 +0000 2017	S	S	S	1
859616257590661124	leoyoungchef	Ficar na berlinda assim é terrível... #MasterChefBr	Wed May 03 03:51:01 +0000 2017	N	N	N	1
859616294831890433	Resenha_TV	Caroline foi eliminada com sua “Comida de Prisão”! #MasterChefBR	Wed May 03 03:51:10 +0000 2017	S	N	S	0
859616341015363584	OpsEngordei	sheldon eliminada #MasterChefBR	Wed May 03 03:51:21 +0000 2017	S	N	S	0
859616394694062081	emilyfdearaujo	#MasterChefBR AH NÃO CARA, VAI SE FUDE. pq esse lixo ficou?	Wed May 03 03:51:34 +0000 2017	N	N	N	1
859616418115072001	TeIevizona	Carol eliminada NÃOOO #MasterChefBR https://t.co/me5K3bEeke	Wed May 03 03:51:39 +0000 2017	N	N	N	1
859616423840276483	Teledramaturgia	Caroline é simpática e é boa. Tem gente lá que não é tão bo aquanto ela. Uma pena. #MasterChefBR	Wed May 03 03:51:41 +0000 2017	N	N	N	1
859616436284780545	educhaves	É... eu imaginava que a Caroline saísse... Uma pena #MasterChefBR	Wed May 03 03:51:43 +0000 2017	N	N	N	1
859616439317274626	cleytu	Caroline caras e bocas eliminada AAAAAAAAAAAAA #MasterChefBR	Wed May 03 03:51:44 +0000 2017	N	N	N	1
859616452986499072	ZAMENZA	O Leo não merecia sair mesmo, mas a Caroline era demais. Fará falta. #MasterChefBR	Wed May 03 03:51:47 +0000 2017	N	N	N	1
859616604103090176	MrFabioMelo	Não acredito que a rainha dos memes saiu #MasterChefBR	Wed May 03 03:52:23 +0000 2017	S	N	S	0
859616652425666565	danilo_sanches	#masterchefbr https://t.co/Hu6WbR1jmF	Wed May 03 03:52:35 +0000 2017	N	N	N	1
859616704116162564	ZAMENZA	O #MasterChefBR perde uma fábrica de memes sem a Caroline. Não era uma das melhores mesmo, mas era ousada e engraçada. Espontânea.	Wed May 03 03:52:47 +0000 2017	S	N	S	0
859616717588377600	educhaves	Mas tem repescagem #MasterChefBR	Wed May 03 03:52:51 +0000 2017	S	N	S	0
859616744868118529	masterchefbr	A @MChefCaroline não acertou no peixe e precisou deixar a nossa cozinha. Foi uma honra ter uma figura tão especial… https://t.co/0f1zOjUedN	Wed May 03 03:52:57 +0000 2017	N	N	N	1
859616752199774209	emilyfdearaujo	#MasterChefBR eu to bem triste..	Wed May 03 03:52:59 +0000 2017	N	N	N	1
859616804246867968	ZAMENZA	"Amanhã vou dormir até 4 da tardeeeeeeeeeeeee!!!!!!!" (Caroline) HAHAHAHAHAH #Prioridades #MasterChefBR	Wed May 03 03:53:11 +0000 2017	S	N	S	0
859616824501166082	boudelaires	tinha que ser a mirian não a carolzinha ela e muito humilde e cozinha com amor #MasterChefBR	Wed May 03 03:53:16 +0000 2017	N	N	N	1
859616850920996867	BBBelissima	A Carol é um amorzinho tao lindo que chega da vontade de agarrar e nao soltar mais #MasterChefBR	Wed May 03 03:53:22 +0000 2017	N	N	N	1
859616862090534914	masterchefbr	Primeiro dia de férias feels like! #MasterChefBR https://t.co/NLK3arSFSD	Wed May 03 03:53:25 +0000 2017	N	N	N	1
859616894835470336	diva_oficial	Não acredito que a filha da Tulla Luana saiu! #MasterChefBR https://t.co/phtjmwshmY	Wed May 03 03:53:33 +0000 2017	N	N	N	1
859616909549088773	jwstimberlake	"amanha eu vou dormir ate 16h da tarde" AAAAAAAAAAAAAAA que invejinha gospel de vc ícone carol #MasterChefBR	Wed May 03 03:53:36 +0000 2017	N	N	N	1
859617022069624838	jwstimberlake	e agora? de que memes sobreviveremos? #MasterChefBR	Wed May 03 03:54:03 +0000 2017	N	N	N	1
859617026045816832	portaldaband	"Quebrei alguns estereótipos", afirma @MChefCaroline ao deixar o #MasterChefBR https://t.co/WO0D48jl2r https://t.co/5V05mmI6fi	Wed May 03 03:54:04 +0000 2017	S	N	S	0
859617055603134464	FC_TTEMPO	Vou sentir falta dos comentários da @MChefCaroline... 😢😢 #MasterChefBR	Wed May 03 03:54:11 +0000 2017	S	N	S	0
859617200092700673	masterchefbr	RT @portaldaband: "Quebrei alguns estereótipos", afirma @MChefCaroline ao deixar o #MasterChefBR https://t.co/WO0D48jl2r https://t.co/5V05m…	Wed May 03 03:54:46 +0000 2017	S	N	S	0
859617211631243265	ZAMENZA	Todo o sucesso do mundo pra vc, Caroline! Vc é uma querida! #MasterChefBR https://t.co/7LYxXjlNXf	Wed May 03 03:54:48 +0000 2017	N	N	N	1
859617230740443136	Aguinaldinho	caroline era tão amorzinho entendo a eliminação mas fiquei triste. #MasterChefBR https://t.co/yuUl8oKQru	Wed May 03 03:54:53 +0000 2017	N	N	N	1
859617234888658947	Teledramaturgia	Os olhos da Caroline é um mix dos olhos desse meme #MasterChefBR https://t.co/2HNpgL9ERl	Wed May 03 03:54:54 +0000 2017	N	N	N	1
859617362689093632	ShewantsCamila	Queria Mirian saindo, e me sai a Caroline. Ô inferno. #MasterChefBR	Wed May 03 03:55:24 +0000 2017	N	N	N	1
859617395773714432	gustavonever	ta bom gente ate semana que vem na nossa corrente de pensamentos positivos pra Mirian sair #MasterChefBR https://t.co/1cQtjwUc0h	Wed May 03 03:55:32 +0000 2017	N	N	N	1
